id|Citations|Productivity|Degree|Nationality|aff_country|Gender|Nationality_Region|Nationality_IncomeGroup|aff_country_Region|aff_country_IncomeGroup
ur.0635721334.48|4098|1|4|FI|Finland|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01250104272.04|4098|1|4|FI|Finland|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.07455163645.15|4098|1|4|FI|Finland|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.015270531657.44|4095|1|0|JM|United Kingdom||Latin America & Caribbean|Upper middle income|Europe & Central Asia|High income
ur.011651254234.93|4094|1|0|DZ|United States||Middle East & North Africa|Lower middle income|North America|High income
ur.012361577075.21|4056|1|2|FR|France|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0656727151.06|4056|1|2|AR|Italy|female|Latin America & Caribbean|Upper middle income|Europe & Central Asia|High income
ur.016613547502.34|4056|1|2|FJ|Italy|male|East Asia & Pacific|Upper middle income|Europe & Central Asia|High income
ur.01201324653.11|4032|1|2|CH|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01222477634.43|4032|1|2|AT|Switzerland|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01004301041.27|4032|1|2|CZ|Switzerland|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.012726244756.21|4026|1|0|MQ|United States|male|||North America|High income
ur.010064430117.94|4023|1|0|VN|United States||East Asia & Pacific|Lower middle income|North America|High income
ur.01027345757.23|3978|1|3|KR|United States|female|East Asia & Pacific|High income|North America|High income
ur.01016454100.33|3978|1|3|TR|United States|male|Europe & Central Asia|Upper middle income|North America|High income
ur.013005333675.17|3977|1|2|JP|Japan|male|East Asia & Pacific|High income|East Asia & Pacific|High income
ur.011333424015.35|3977|1|2|JP|Japan|male|East Asia & Pacific|High income|East Asia & Pacific|High income
ur.016347576421.26|9035|3|12|JP|Japan|male|East Asia & Pacific|High income|East Asia & Pacific|High income
ur.015552570057.40|3963|1|1|SE|United States||Europe & Central Asia|High income|North America|High income
ur.0704113004.84|6031|2|3|AT|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0612231577.82|5986|2|5|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.01104353541.94|3913|1|0|IL|Canada|male|Middle East & North Africa|High income|North America|High income
ur.01046056107.42|3911|1|1|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.010461016357.18|3897|1|0|CZ|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01203015411.47|3887|1|2|MQ|Denmark|male|||Europe & Central Asia|High income
ur.015455602716.24|3887|1|2|DK|Denmark||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01215263003.24|3887|1|2|DK|Denmark|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.010312536442.87|3887|1|0|NZ|United States|male|East Asia & Pacific|High income|North America|High income
ur.0621614370.46|3885|1|3|CN|United States|male|East Asia & Pacific|Upper middle income|North America|High income
ur.0600113217.27|3885|1|3|CN|United States|female|East Asia & Pacific|Upper middle income|North America|High income
ur.01315022371.36|3885|1|3|SQ|United States|male|||North America|High income
ur.0720200473.56|3885|1|3|PL|United States|female|Europe & Central Asia|High income|North America|High income
ur.0614341247.26|6203|2|4|NZ|Germany|male|East Asia & Pacific|High income|Europe & Central Asia|High income
ur.0772772642.38|3879|1|3|DE|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01262630264.32|3879|1|3|DE|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01324610003.38|6203|2|4|IL|Germany|male|Middle East & North Africa|High income|Europe & Central Asia|High income
ur.014430311003.45|3877|1|0|NZ|United Kingdom|male|East Asia & Pacific|High income|Europe & Central Asia|High income
ur.01033502724.25|6793|2|1|US|United States|male|North America|High income|North America|High income
ur.01270603261.06|3860|1|2|CH|United States||Europe & Central Asia|High income|North America|High income
ur.01201156072.19|3860|1|2|CA|United States||North America|High income|North America|High income
ur.016655021251.53|3860|1|2|GB|Australia||Europe & Central Asia|High income|East Asia & Pacific|High income
ur.0640705433.20|7051|2|11|CN|United States|male|East Asia & Pacific|Upper middle income|North America|High income
ur.01152537116.59|7051|2|11|CN|United States|male|East Asia & Pacific|Upper middle income|North America|High income
ur.01133634533.98|7051|2|11|CN|United States|male|East Asia & Pacific|Upper middle income|North America|High income
ur.01011111364.88|3818|1|6|CN|Canada|male|East Asia & Pacific|Upper middle income|North America|High income
ur.0672120757.84|3818|1|6|CN|Canada|male|East Asia & Pacific|Upper middle income|North America|High income
ur.01245702733.57|3818|1|6|CA|Canada|male|North America|High income|North America|High income
ur.01320646106.00|14262|5|21|CN|United States|male|East Asia & Pacific|Upper middle income|North America|High income
ur.016243634717.40|3814|1|2|NL|United States|male|Europe & Central Asia|High income|North America|High income
ur.010336144117.61|3814|1|2|IE|United States|male|Europe & Central Asia|High income|North America|High income
ur.010150135675.07|3814|1|2|TH|United States||East Asia & Pacific|Upper middle income|North America|High income
ur.01220145704.12|8508|3|6|RU|Russia|male|Europe & Central Asia|Upper middle income|Europe & Central Asia|Upper middle income
ur.01012051421.43|6102|2|4|NL|Netherlands||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0635507064.16|8939|3|3|SE|United States|male|Europe & Central Asia|High income|North America|High income
ur.012073201224.71|9089|3|4|IT|United States||Europe & Central Asia|High income|North America|High income
ur.012723420263.77|3759|1|6|IE|United States|male|Europe & Central Asia|High income|North America|High income
ur.016237141226.56|3759|1|6|NZ|United States|male|East Asia & Pacific|High income|North America|High income
ur.011633267047.77|3759|1|6|DK|United States|male|Europe & Central Asia|High income|North America|High income
ur.014121365765.49|3759|1|6|CN|United States||East Asia & Pacific|Upper middle income|North America|High income
ur.013143052077.40|3759|1|6|CA|United States|male|North America|High income|North America|High income
ur.07735535714.11|3759|1|6|NZ|United States|male|East Asia & Pacific|High income|North America|High income
ur.01157604740.78|3759|1|6|IE|United States||Europe & Central Asia|High income|North America|High income
ur.016603011744.36|6586|2|1|US|United States|male|North America|High income|North America|High income
ur.01330235722.25|6465|2|1|IE|United States|male|Europe & Central Asia|High income|North America|High income
ur.0673310411.84|3741|1|1|PK|Pakistan|male|South Asia|Lower middle income|South Asia|Lower middle income
ur.01107342035.04|3733|1|5|DE|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0674632425.14|3733|1|5|CH|Germany||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.010114012515.58|5831|2|0|BS|United Kingdom|male|Latin America & Caribbean|High income|Europe & Central Asia|High income
ur.011446131722.34|3717|1|2|CN|France||East Asia & Pacific|Upper middle income|Europe & Central Asia|High income
ur.01254730246.03|3717|1|2|FR|France||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01252012543.62|3717|1|2|RE|France||||Europe & Central Asia|High income
ur.010473301513.98|3714|1|0|NL|Netherlands|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.016012546611.81|3713|1|3|IL|Israel|male|Middle East & North Africa|High income|Middle East & North Africa|High income
ur.016541704717.26|3713|1|3|DE|Israel||Europe & Central Asia|High income|Middle East & North Africa|High income
ur.0755016031.14|3713|1|3|BJ|France|male|Sub-Saharan Africa|Lower middle income|Europe & Central Asia|High income
ur.015267527106.14|5863|2|4|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.01025046563.71|3697|1|0|US|United States|male|North America|High income|North America|High income
ur.01054575033.37|3696|1|4|CN|United States||East Asia & Pacific|Upper middle income|North America|High income
ur.01166311277.79|3696|1|4|NG|United States||Sub-Saharan Africa|Lower middle income|North America|High income
ur.01231721600.58|3696|1|4|MX|United States||Latin America & Caribbean|Upper middle income|North America|High income
ur.013673252145.04|3690|1|2|US|United Kingdom|male|North America|High income|Europe & Central Asia|High income
ur.07473034632.18|3690|1|2|FI|India||Europe & Central Asia|High income|South Asia|Lower middle income
ur.010015731605.38|3690|1|2|JP|Japan|male|East Asia & Pacific|High income|East Asia & Pacific|High income
ur.0747032744.26|3687|1|3|CN|United States|male|East Asia & Pacific|Upper middle income|North America|High income
ur.0643007425.84|3687|1|3|RU|United States|male|Europe & Central Asia|Upper middle income|North America|High income
ur.07535176235.12|3682|1|2|BE|United States|male|Europe & Central Asia|High income|North America|High income
ur.0661556110.12|3682|1|2|CN|United States|female|East Asia & Pacific|Upper middle income|North America|High income
ur.015533747556.32|3682|1|2|CN|United Kingdom|male|East Asia & Pacific|Upper middle income|Europe & Central Asia|High income
ur.013327041724.61|6599|2|2|DK|United States|male|Europe & Central Asia|High income|North America|High income
ur.07373642424.97|5985|2|0|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.01247671700.50|3664|1|3|BR|Italy|male|Latin America & Caribbean|Upper middle income|Europe & Central Asia|High income
ur.010713120703.85|3664|1|3|IT|Italy|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01031002727.49|3664|1|3||Italy|male|||Europe & Central Asia|High income
ur.010612565245.20|6372|2|4|BR|Italy|male|Latin America & Caribbean|Upper middle income|Europe & Central Asia|High income
ur.014526716301.17|3653|1|1|AU|France|male|East Asia & Pacific|High income|Europe & Central Asia|High income
ur.01277615621.64|6864|2|3|IT|Italy|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0770742160.37|3648|1|4|GB|France||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01012036005.40|3648|1|4|SE|France||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0650467137.39|3648|1|4|DE|France|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01365242335.84|3648|1|4|US|France||North America|High income|Europe & Central Asia|High income
ur.0733451477.69|3648|1|4|CH|France||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01271052670.17|3648|1|0|IR|United States|male|Middle East & North Africa|Lower middle income|North America|High income
ur.011402163665.54|3631|1|2|RU|Russia||Europe & Central Asia|Upper middle income|Europe & Central Asia|Upper middle income
ur.014345777317.56|5903|2|2|RU|Russia||Europe & Central Asia|Upper middle income|Europe & Central Asia|Upper middle income
ur.015102740243.07|3631|1|2|RU|Russia||Europe & Central Asia|Upper middle income|Europe & Central Asia|Upper middle income
ur.0714167574.29|3629|1|0|RU|United States|male|Europe & Central Asia|Upper middle income|North America|High income
ur.012562244647.24|3617|1|0|GB|United Kingdom||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01251142421.60|3612|1|1|BY|France|male|Europe & Central Asia|Upper middle income|Europe & Central Asia|High income
ur.07430114053.92|3607|1|1|GB|United Kingdom||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.015004567525.58|9529|3|4|AU|United Kingdom|male|East Asia & Pacific|High income|Europe & Central Asia|High income
ur.0643247410.85|3580|1|1|IN|United States|male|South Asia|Lower middle income|North America|High income
ur.010564533031.07|3580|1|1|GB|United States|male|Europe & Central Asia|High income|North America|High income
ur.010645752445.70|3575|1|0|PY|United States||Latin America & Caribbean|Upper middle income|North America|High income
ur.01263644004.97|6823|2|0|ET|France|male|Sub-Saharan Africa|Low income|Europe & Central Asia|High income
ur.0714500516.26|3568|1|3|ZA|United States|male|Sub-Saharan Africa|Upper middle income|North America|High income
ur.013150070613.88|3568|1|3|IT|United States||Europe & Central Asia|High income|North America|High income
ur.012137371515.19|6605|2|4|IN|India||South Asia|Lower middle income|South Asia|Lower middle income
ur.014557066737.07|3568|1|0|JO|United States|male|Middle East & North Africa|Lower middle income|North America|High income
ur.01145155511.47|6142|2|4|LB|France|male|Middle East & North Africa|Lower middle income|Europe & Central Asia|High income
ur.01261241000.72|3555|1|3|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.0605421611.65|3555|1|3|DE|France|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0743204061.52|3555|1|3|IL|France|male|Middle East & North Africa|High income|Europe & Central Asia|High income
ur.01150675150.49|3544|1|0|HK|United States||East Asia & Pacific|High income|North America|High income
ur.010426311041.46|3534|1|6|US|United States||North America|High income|North America|High income
ur.015406245631.62|3534|1|6|DE|United States||Europe & Central Asia|High income|North America|High income
ur.012252301341.93|3534|1|6|GH|United States||Sub-Saharan Africa|Lower middle income|North America|High income
ur.015170716445.22|3534|1|6|NL|United States||Europe & Central Asia|High income|North America|High income
ur.01261171567.25|3534|1|6|US|United States||North America|High income|North America|High income
ur.01200050267.21|3534|1|6|TT|United States||Latin America & Caribbean|High income|North America|High income
ur.01154573473.17|6242|2|7|DE|United States|male|Europe & Central Asia|High income|North America|High income
ur.07676630745.75|3523|1|0|IN|United States|male|South Asia|Lower middle income|North America|High income
ur.01016301243.44|3509|1|1|AT|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0575545320.13|3509|1|1|US|United States|male|North America|High income|North America|High income
ur.014041016771.94|3506|1|0|DK|United States|male|Europe & Central Asia|High income|North America|High income
ur.01000602647.66|6196|2|4|VN|United States|male|East Asia & Pacific|Lower middle income|North America|High income
ur.014515335362.20|6196|2|4|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.01146660016.40|6196|2|4|PH|United States|male|East Asia & Pacific|Lower middle income|North America|High income
ur.01070230467.02|3485|1|1|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.073272306.52|3485|1|1|JP|Japan|male|East Asia & Pacific|High income|East Asia & Pacific|High income
ur.012574535206.16|3481|1|2|GB|United Kingdom||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.011770257755.91|3481|1|2|RO|United Kingdom|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01346736374.16|3479|1|1|US|United States|male|North America|High income|North America|High income
ur.011171364507.38|3479|1|1|MY|United States|male|East Asia & Pacific|Upper middle income|North America|High income
ur.01273746550.10|3478|1|1|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.016205246137.73|3478|1|1|SE|United States||Europe & Central Asia|High income|North America|High income
ur.012642302753.11|3446|1|0|JP|United States||East Asia & Pacific|High income|North America|High income
ur.0673330154.23|3445|1|4|DK|Denmark|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.014306372301.78|3445|1|4|ES|Spain|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01253607046.07|3445|1|4|ES|Spain|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01043706024.36|3445|1|4|NZ|Denmark|male|East Asia & Pacific|High income|Europe & Central Asia|High income
ur.0775572624.89|3445|1|4|DK|Denmark|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.07543154547.08|5585|2|7|IL|Israel|male|Middle East & North Africa|High income|Middle East & North Africa|High income
ur.01310037735.01|3442|1|4|JP|United States|male|East Asia & Pacific|High income|North America|High income
ur.013610457477.49|3442|1|4|IL|Switzerland|male|Middle East & North Africa|High income|Europe & Central Asia|High income
ur.01211761556.24|3434|1|1|BR|United States|male|Latin America & Caribbean|Upper middle income|North America|High income
ur.010263047541.21|3434|1|1|CA|United States|male|North America|High income|North America|High income
ur.016227610432.88|3427|1|3|NZ|United Kingdom|male|East Asia & Pacific|High income|Europe & Central Asia|High income
ur.010615444303.31|3427|1|3|NZ|United Kingdom|male|East Asia & Pacific|High income|Europe & Central Asia|High income
ur.016520027701.21|3427|1|3|GB|United Kingdom|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.014527163565.44|3424|1|1|BE|Belgium|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.010175614435.68|3424|1|1|BE|Belgium||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01135676635.50|3420|1|1|BS|Canada|male|Latin America & Caribbean|High income|North America|High income
ur.01301265102.22|3420|1|1|US|Canada|male|North America|High income|North America|High income
ur.012454576177.31|3407|1|1|DE|Belgium||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.015324706405.19|3407|1|1|FR|Belgium|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01204647670.32|3383|1|0|PL|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.010001154103.66|5829|2|1|PL|United States|male|Europe & Central Asia|High income|North America|High income
ur.013006515364.52|3372|1|1|GB|United States|male|Europe & Central Asia|High income|North America|High income
ur.0645331224.80|3372|1|1|TT|United States|male|Latin America & Caribbean|High income|North America|High income
ur.0730153362.06|3367|1|4|CI|United States||Sub-Saharan Africa|Lower middle income|North America|High income
ur.01261516073.08|3367|1|4|SE|Sweden||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0722041004.14|3367|1|4|DE|Sweden||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0603562365.23|3367|1|4|US|United States||North America|High income|North America|High income
ur.01152516004.52|5711|2|5|SE|Sweden||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.013751623607.58|3365|1|1|GB|United States||Europe & Central Asia|High income|North America|High income
ur.07351160547.29|3365|1|1|IE|United States|female|Europe & Central Asia|High income|North America|High income
ur.016026103644.95|3360|1|0|US|United States|male|North America|High income|North America|High income
ur.015136470627.39|3351|1|0|IT|Australia||Europe & Central Asia|High income|East Asia & Pacific|High income
ur.012074442350.74|3343|1|0|US|United States||North America|High income|North America|High income
ur.016236346653.36|3328|1|5|NL|Austria|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01154121002.13|3328|1|5|CN|Austria|male|East Asia & Pacific|Upper middle income|Europe & Central Asia|High income
ur.010063654761.00|5399|2|10|CH|Austria|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0726071432.57|3328|1|5|AT|Austria|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01224661632.44|8063|3|18|AT|Austria|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01245660376.59|7466|3|13|AT|Austria|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.014711562142.32|3328|1|6|JP|United States||East Asia & Pacific|High income|North America|High income
ur.0654414774.02|3328|1|6|TR|United States||Europe & Central Asia|Upper middle income|North America|High income
ur.01260363106.84|3328|1|6|AE|United States||Middle East & North Africa|High income|North America|High income
ur.01210111011.25|3328|1|6|DK|United States||Europe & Central Asia|High income|North America|High income
ur.010071417274.67|3328|1|6|KR|United States||East Asia & Pacific|High income|North America|High income
ur.0723111645.28|3328|1|6|DE|United States||Europe & Central Asia|High income|North America|High income
ur.01176674610.06|3328|1|6|TR|United States||Europe & Central Asia|Upper middle income|North America|High income
ur.015022156663.21|5418|2|0|NL|Switzerland|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01267750761.00|3322|1|0|SQ|Belgium|female|||Europe & Central Asia|High income
ur.016504425631.25|3315|1|2|IE|United States|male|Europe & Central Asia|High income|North America|High income
ur.011316747253.35|3315|1|2|NZ|United States|male|East Asia & Pacific|High income|North America|High income
ur.0641243511.98|5687|2|2|US|United States|male|North America|High income|North America|High income
ur.01310552610.52|3302|1|1|DE|United States|male|Europe & Central Asia|High income|North America|High income
ur.0721173713.35|3302|1|1|DE|United States|male|Europe & Central Asia|High income|North America|High income
ur.013052153013.38|3289|1|0|BD|United States|male|South Asia|Lower middle income|North America|High income
ur.012270626577.35|3279|1|2|JM|United States|male|Latin America & Caribbean|Upper middle income|North America|High income
ur.016175471623.22|3279|1|2|DZ|United States|male|Middle East & North Africa|Lower middle income|North America|High income
ur.01364353554.91|3279|1|2|NZ|United Kingdom|female|East Asia & Pacific|High income|Europe & Central Asia|High income
ur.013050770257.93|3277|1|6|PL|||Europe & Central Asia|High income||
ur.010574720237.54|3277|1|6|CA|United States||North America|High income|North America|High income
ur.012006153270.47|3277|1|6|PK|Germany||South Asia|Lower middle income|Europe & Central Asia|High income
ur.01365075630.78|3277|1|6|DE|United States||Europe & Central Asia|High income|North America|High income
ur.013301140573.53|3277|1|6|DK|Norway||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.014066643575.11|3277|1|6|DE|Germany||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.014514444003.82|3277|1|6|DE|Germany||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0765162732.05|3275|1|6|CN|United States|male|East Asia & Pacific|Upper middle income|North America|High income
ur.01177116444.12|3275|1|6|IN|United States|male|South Asia|Lower middle income|North America|High income
ur.0716173671.27|3275|1|6|CN|United States|male|East Asia & Pacific|Upper middle income|North America|High income
ur.01032445744.17|3275|1|6|IE|United States|female|Europe & Central Asia|High income|North America|High income
ur.0676344260.16|3275|1|6|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.012742162505.64|3275|1|6|DE|United States|male|Europe & Central Asia|High income|North America|High income
ur.01202577361.01|3275|1|6|GR|United States||Europe & Central Asia|High income|North America|High income
ur.011560577455.42|3273|1|1|KR|United States||East Asia & Pacific|High income|North America|High income
ur.01047540436.32|3273|1|1|US|United States|male|North America|High income|North America|High income
ur.010162065601.13|3264|1|0|BR|United States||Latin America & Caribbean|Upper middle income|North America|High income
ur.01123333164.53|5927|2|11|RU|United States|male|Europe & Central Asia|Upper middle income|North America|High income
ur.01063355754.59|3260|1|1|GB|United States|male|Europe & Central Asia|High income|North America|High income
ur.0670455354.14|3260|1|1|SQ|United States|male|||North America|High income
ur.01070475172.28|3258|1|3|FR|Brazil||Europe & Central Asia|High income|Latin America & Caribbean|Upper middle income
ur.014576626722.48|3258|1|3|PT|Brazil||Europe & Central Asia|High income|Latin America & Caribbean|Upper middle income
ur.01106534704.27|10263|4|8|DE|United States|female|Europe & Central Asia|High income|North America|High income
ur.01226407050.99|8165|3|8|DE|United States|male|Europe & Central Asia|High income|North America|High income
ur.01114041455.07|5329|2|1|DE|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.013112521326.66|3243|1|3|US|United States|male|North America|High income|North America|High income
ur.012016251142.19|3243|1|3|IE|United States|male|Europe & Central Asia|High income|North America|High income
ur.013703544426.46|6084|2|4|UA|United States|male|Europe & Central Asia|Lower middle income|North America|High income
ur.015236471573.65|3243|1|3|JP|United States|male|East Asia & Pacific|High income|North America|High income
ur.013227571555.01|3239|1|0|IT|Switzerland|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.011364627073.63|3235|1|1|JP|United States|male|East Asia & Pacific|High income|North America|High income
ur.013755074444.51|3235|1|1|US|United States|male|North America|High income|North America|High income
ur.0707672005.63|3233|1|5|CN|United States|male|East Asia & Pacific|Upper middle income|North America|High income
ur.01076137154.48|3233|1|5|VN|United States||East Asia & Pacific|Lower middle income|North America|High income
ur.015213542313.45|3231|1|1|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.0710626145.29|3220|1|0|DE|United Kingdom|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0762146762.69|3217|1|1|AT|Canada|male|Europe & Central Asia|High income|North America|High income
ur.016521022424.68|3217|1|1|KE|Canada|male|Sub-Saharan Africa|Lower middle income|North America|High income
ur.0673313334.16|3211|1|2|PK|United States|male|South Asia|Lower middle income|North America|High income
ur.016100473611.15|3211|1|2|CN|United States|male|East Asia & Pacific|Upper middle income|North America|High income
ur.012343072047.69|3211|1|5|CN|China|male|East Asia & Pacific|Upper middle income|East Asia & Pacific|Upper middle income
ur.016701454541.72|3211|1|5|CN|China|female|East Asia & Pacific|Upper middle income|East Asia & Pacific|Upper middle income
ur.0776126437.57|3211|1|5|CN|China||East Asia & Pacific|Upper middle income|East Asia & Pacific|Upper middle income
ur.0765424440.27|3211|1|5|CN|China|male|East Asia & Pacific|Upper middle income|East Asia & Pacific|Upper middle income
ur.012265405032.57|3207|1|1|IN|United States|male|South Asia|Lower middle income|North America|High income
ur.0673702636.75|3207|1|1|HR|United States|male|Europe & Central Asia|High income|North America|High income
ur.01142746361.75|5869|2|2|NZ|United States|female|East Asia & Pacific|High income|North America|High income
ur.013112236513.87|5869|2|2|IN|United States|male|South Asia|Lower middle income|North America|High income
ur.01302564017.43|3206|1|2|RO|United States|male|Europe & Central Asia|High income|North America|High income
ur.01326450013.84|3206|1|2|IE|United States||Europe & Central Asia|High income|North America|High income
ur.016443656152.95|3201|1|1|VN|United States|male|East Asia & Pacific|Lower middle income|North America|High income
ur.01055503512.44|3197|1|2|NZ|France|male|East Asia & Pacific|High income|Europe & Central Asia|High income
ur.0705313340.87|3197|1|2|FR|Finland||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.012400161335.81|3197|1|2|NL|New Zealand|male|Europe & Central Asia|High income|East Asia & Pacific|High income
ur.016143132161.38|3195|1|1|SE|Sweden||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.016630600011.00|3195|1|1|SE|Sweden||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0602433560.76|3190|1|0|RO|United States|male|Europe & Central Asia|High income|North America|High income
ur.01306513376.45|3186|1|1|BR|United States|male|Latin America & Caribbean|Upper middle income|North America|High income
ur.011321570064.38|3185|1|0|BM|United States|male|North America|High income|North America|High income
ur.013665214505.27|3178|1|0|DK|United States|male|Europe & Central Asia|High income|North America|High income
ur.014352605456.00|3162|1|3|RU|United States||Europe & Central Asia|Upper middle income|North America|High income
ur.01116132271.66|3162|1|3|MG|United States|male|Sub-Saharan Africa|Low income|North America|High income
ur.0656621467.96|5241|2|4|DE|United States|male|Europe & Central Asia|High income|North America|High income
ur.01205465236.40|3162|1|3|SE|United States|male|Europe & Central Asia|High income|North America|High income
ur.0630652063.31|3143|1|2|DE|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01312720324.60|3143|1|2|TR|Switzerland|male|Europe & Central Asia|Upper middle income|Europe & Central Asia|High income
ur.016311340167.93|3143|1|2|CY|United Kingdom|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01161070716.44|3140|1|1|PL|United Kingdom|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0624720046.26|3140|1|1|MM|United Kingdom|male|East Asia & Pacific|Lower middle income|Europe & Central Asia|High income
ur.0625726750.90|3134|1|7|AU|United Kingdom|male|East Asia & Pacific|High income|Europe & Central Asia|High income
ur.0612527002.39|3134|1|7|US|United States|male|North America|High income|North America|High income
ur.01170271720.20|3134|1|7|NL|United Kingdom|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01021355352.49|3134|1|7|US|United States|male|North America|High income|North America|High income
ur.01170440242.54|3134|1|7|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.013514104702.14|3126|1|3|KE|Canada|male|Sub-Saharan Africa|Lower middle income|North America|High income
ur.01336116310.23|3126|1|3|CA|Canada|male|North America|High income|North America|High income
ur.015355761032.41|3126|1|3|NL|Canada|male|Europe & Central Asia|High income|North America|High income
ur.013570160327.47|3126|1|3|KE|Canada|male|Sub-Saharan Africa|Lower middle income|North America|High income
ur.0642340017.01|3122|1|0|RO|Canada||Europe & Central Asia|High income|North America|High income
ur.01212562774.72|3110|1|2|US|United States||North America|High income|North America|High income
ur.01005350474.77|3110|1|2|GB|United States||Europe & Central Asia|High income|North America|High income
ur.01251016417.67|3109|1|0|NZ|United Kingdom||East Asia & Pacific|High income|Europe & Central Asia|High income
ur.014457556076.85|3108|1|1|DE|United States|male|Europe & Central Asia|High income|North America|High income
ur.07440637376.85|5423|2|3|AU|United States|male|East Asia & Pacific|High income|North America|High income
ur.012701124355.22|3090|1|0|NZ|Canada|male|East Asia & Pacific|High income|North America|High income
ur.014620633325.35|3079|1|0|ZA|South Africa||Sub-Saharan Africa|Upper middle income|Sub-Saharan Africa|Upper middle income
ur.0114072631.04|3073|1|0|US|United States||North America|High income|North America|High income
ur.01121551514.69|3069|1|0|DE|United States|male|Europe & Central Asia|High income|North America|High income
ur.0717523030.00|3066|1|1|TW|Switzerland|male|||Europe & Central Asia|High income
ur.015135066273.95|3059|1|0|LB|United States||Middle East & North Africa|Lower middle income|North America|High income
ur.01017767143.50|5103|2|3|DE|Germany||Europe & Central Asia|High income|Europe & Central Asia|High income
